fecha	lon	lat	especie	n
20140915	-80.923	-5.27	4	54
17/09/2014	-77.402	-16.714	1	84
20140923	-80.527	-7.479	5	153
05/10/2014	-84.612	-16.464	2	69
07/10/2014	-88.669	-10.437	1	50
10/10/2014	-84.3	-3.969	5	69
20141013	-82.738	-12.978	5	50
20/10/2014	-80.247	-13.458	2	98
23/10/2014	-87.857	-10.754	1	57
24/10/2014	-83.766	-8.248	1	71
26/10/2014	-73.411	-5.122	3	10
01/11/2014	-86.738	-16.154	2	126
01/11/2014	-89.133	-13.85	5	169
20141102	-72.036	-17.024	5	91
03/11/2014	-87.908	-13.467	5	38
10/11/2014	-77.733	-12.796	4	84
10/11/2014	-84.894	-4.52	4	186
11/11/2014	-83.273	-15.106	5	136
21/11/2014	-87.707	-8.602	5	188
20141122	-72.483	-7.963	3	196
20141123	-83.753	-9.737	2	125
25/11/2014	-76.826	-5.555	1	183
27/11/2014	-72.923	-4.253	3	156
04/12/2014	-87.706	-5.932	1	99
05/12/2014	-80.456	-10.56	3	2
20141205	-78.906	-3.893	4	117
07/12/2014	-85.861	-15.879	4	143
09/12/2014	-81.232	-8.887	1	124
09/12/2014	-79.184	-13.116	3	93
20141213	-86.999	-11.64	5	87
14/12/2014	-74.421	-13.8	1	50
14/12/2014	-78.475	-16.624	5	53
17/12/2014	-85.089	-12.501	4	164
19/12/2014	-83.214	-4.585	1	148
19/12/2014	-82.302	-17.646	2	123
20141221	-70.278	-15.129	1	118
20141222	-78.072	-9.533	4	6
24/12/2014	-83.291	-5.37	5	90
25/12/2014	-82.649	-10.392	4	174
26/12/2014	-74.268	-17.288	4	161
01/01/2015	-73.925	-11.404	3	132
20150104	-82.649	-10.738	4	38
05/01/2015	-86.944	-11.376	4	65
06/01/2015	-73.919	-14.745	4	134
07/01/2015	-75.42	-7.574	1	122
09/01/2015	-71.293	-5.973	3	147
13/01/2015	-79.145	-5.995	1	55
15/01/2015	-86.299	-8.964	2	181
17/01/2015	-80.296	-6.783	1	113
17/01/2015	-81.701	-6.881	2	7
18/01/2015	-76.673	-14.353	1	39
21/01/2015	-76.348	-14.163	1	27
21/01/2015	-79.506	-15.663	3	5
22/01/2015	-80.735	-13.815	1	77
23/01/2015	-85.557	-11.369	1	146
20150123	-73.566	-10.667	2	196
25/01/2015	-78.034	-14.203	3	93
20150207	-76.31	-5.42	3	83
11/02/2015	-87.11	-8.285	2	152
11/02/2015	-86.927	-6.159	3	104
20150211	-74.141	-4.694	4	120
20150226	-86.395	-8.745	1	125
26/02/2015	-88.304	-6.794	1	155
20150303	-82.746	-13.591	1	141
20150305	-85.47	-17.366	1	187
06/03/2015	-82.028	-5.87	3	63
20150307	-88.662	-11.539	1	129
08/03/2015	-87.693	-13.873	5	104
10/03/2015	-75.49	-14.764	4	89
20150311	-79.332	-15.932	1	51
13/03/2015	-82.547	-6.298	1	56
20150316	-71.026	-7.481	5	103
18/03/2015	-79.332	-11.84	3	112
19/03/2015	-79.998	-7.978	2	189
21/03/2015	-87.245	-5.445	4	86
25/03/2015	-88.009	-17.793	4	100
28/03/2015	-70.252	-12.262	5	197
02/04/2015	-74.52	-7.215	1	161
05/04/2015	-84.527	-8.307	3	200
06/04/2015	-79.966	-9.859	1	98
20150412	-84.491	-9.974	1	114
20150412	-88.54	-12.809	2	44
12/04/2015	-85.059	-10.199	2	27
20150414	-83.019	-13.638	4	71
14/04/2015	-88.561	-13.25	4	109
18/04/2015	-78.087	-8.068	4	131
19/04/2015	-81.428	-5.3	1	159
20150421	-72.24	-16.365	4	143
20150422	-83.286	-12.784	1	171
20150422	-81.438	-13.389	3	142
20150423	-82.397	-10.485	2	146
23/04/2015	-83.366	-5.117	5	158
24/04/2015	-83.935	-8.449	2	44
26/04/2015	-88.18	-15.536	1	62
20150426	-76.501	-15.979	1	187
20150428	-74.78	-5.635	5	145
02/05/2015	-82.689	-13.681	1	104
20150502	-74.361	-7.079	3	189
04/05/2015	-84.061	-8.395	2	153
20150511	-80.535	-16.782	2	29
20150517	-85.478	-4.047	4	89
18/05/2015	-88.765	-3.609	1	68
19/05/2015	-84.593	-8.019	3	189
20150520	-81.048	-11.187	1	192
20150522	-72.042	-2.865	2	53
20150522	-75.439	-14.634	5	141
24/05/2015	-83.665	-3.173	4	89
25/05/2015	-79.827	-4.585	2	101
28/05/2015	-81.571	-7.909	2	176
04/06/2015	-82.39	-12.1	2	92
07/06/2015	-70.455	-13.14	5	4
09/06/2015	-83.965	-13.154	4	8
10/06/2015	-85.537	-3.198	4	130
12/06/2015	-71.304	-3.723	5	171
15/06/2015	-74.106	-13.329	4	36
18/06/2015	-87.545	-11.949	5	170
20150621	-79.804	-13.878	4	46
20150623	-71.805	-2.263	1	45
23/06/2015	-77.28	-9.742	4	130
20150626	-84.591	-10.543	5	80
10/07/2015	-87.465	-10.015	2	159
13/07/2015	-84.749	-10.699	1	83
21/07/2015	-87.517	-9.532	5	198
20150724	-87.82	-3.247	2	36
27/07/2015	-81.98	-2.59	1	73
27/07/2015	-89.809	-5.345	1	97
28/07/2015	-73.857	-15.763	3	148
05/08/2015	-76.641	-17.107	3	104
20/08/2015	-77.073	-16.801	2	150
20150823	-71.092	-9.644	2	45
23/08/2015	-89.02	-9.115	5	50
26/08/2015	-79.754	-3.906	5	109
20150827	-81.701	-16.382	1	39
28/08/2015	-86.753	-14.749	5	27
20150902	-83.437	-16.422	1	125
05/09/2015	-83.321	-14.971	3	138
06/09/2015	-80.015	-2.316	1	163
20150906	-76.562	-2.893	4	17
06/09/2015	-88.216	-11.406	4	13
20150914	-78.137	-7.387	4	156
26/09/2015	-74.726	-4.283	2	50
02/10/2015	-76.39	-8.302	4	20
20151003	-84.906	-5.211	2	23
05/10/2015	-75.718	-5.98	3	169
06/10/2015	-73.494	-4.127	2	124
20151007	-85.46	-14.472	4	129
11/10/2015	-75.99	-15.903	3	25
20151013	-78.282	-4.385	1	84
14/10/2015	-74.235	-12.595	4	169
20151014	-83.449	-17.177	5	115
20151021	-72.552	-5.358	3	124
22/10/2015	-72.789	-15.047	4	188
26/10/2015	-83.39	-7.195	1	158
28/10/2015	-88.806	-7.907	2	156
28/10/2015	-85.048	-14.334	5	54
20151103	-77.006	-6.258	2	121
20151103	-72.082	-15.163	4	110
06/11/2015	-79.082	-2.388	4	75
08/11/2015	-75.797	-13.326	4	55
20151111	-87.053	-4.471	1	9
14/11/2015	-80.113	-15.213	1	99
20151116	-81.766	-4.599	5	38
20151117	-88.799	-9.305	4	47
21/11/2015	-71.162	-15.539	2	55
27/11/2015	-73.799	-11.561	3	40
20151201	-78.199	-12.322	4	8
03/12/2015	-79.257	-9.852	5	60
06/12/2015	-82.475	-16.057	3	113
08/12/2015	-84.828	-8.625	5	110
20151211	-82.905	-15.628	4	111
20/12/2015	-81.326	-10.717	4	41
22/12/2015	-71.411	-17.312	1	172
24/12/2015	-88.096	-15.256	4	67
24/12/2015	-71.6	-3.014	5	135
26/12/2015	-76.628	-5.892	1	3
26/12/2015	-79.779	-12.785	2	61
02/01/2016	-81.66	-7.135	1	183
03/01/2016	-82.234	-2.119	5	109
07/01/2016	-86.779	-16.845	5	96
10/01/2016	-87.409	-10.551	5	40
13/01/2016	-78.116	-8.609	5	110
17/01/2016	-82.212	-15.835	2	63
20160121	-82.756	-4.989	2	73
22/01/2016	-78.521	-16.963	1	149
20160204	-86.228	-6.317	5	66
05/02/2016	-80.334	-11.241	1	61
06/02/2016	-73.169	-16.343	2	128
20160208	-71.943	-9.15	3	4
08/02/2016	-77.465	-3.038	5	39
08/02/2016	-74.572	-16.786	5	28
20160209	-70.545	-13.678	3	8
09/02/2016	-78.182	-10.966	3	80
09/02/2016	-86.536	-5.567	3	200
11/02/2016	-81.449	-3.861	1	19
13/02/2016	-82.876	-6.183	5	77
15/02/2016	-83.758	-3.391	2	120
19/02/2016	-82.722	-17.187	2	91
28/02/2016	-85.556	-11.365	1	1
06/03/2016	-80.641	-15.971	5	162
08/03/2016	-77.823	-3.161	4	128
09/03/2016	-84.932	-16.041	2	10
12/03/2016	-70.611	-11.676	2	188
20160312	-84.588	-4.248	3	139
20160312	-87.199	-7.193	5	59
20160314	-75.393	-6.867	1	98
20160314	-88.492	-2.407	5	71
20160319	-86.307	-15.638	5	181
20160325	-82.449	-4.871	2	123
05/04/2016	-75.244	-7.134	4	107
08/04/2016	-79.884	-9.96	4	196
10/04/2016	-88.235	-11.351	3	102
10/04/2016	-79.021	-3.674	4	32
14/04/2016	-79.71	-13.686	3	97
16/04/2016	-81.308	-3.874	2	199
20160417	-89.458	-8.287	1	143
18/04/2016	-80.49	-10.941	1	27
20160418	-76.981	-10.211	3	173
20/04/2016	-70.243	-15.103	4	90
20/04/2016	-75.47	-17.219	5	97
20160421	-76.119	-8.354	2	6
23/04/2016	-86.46	-4.275	2	75
20160423	-76.82	-7.21	5	94
27/04/2016	-87.883	-15.095	1	155
27/04/2016	-81.307	-6.056	2	67
28/04/2016	-75.579	-7.237	1	132
01/05/2016	-78.945	-14.302	2	91
05/05/2016	-88.068	-9.214	4	36
08/05/2016	-78.309	-9.302	4	115
20160508	-82.11	-4.482	5	134
09/05/2016	-76.444	-6.806	1	65
09/05/2016	-79.787	-6.658	2	165
20160509	-84.427	-3.466	2	41
20160520	-78.788	-14.654	4	62
20/05/2016	-74.683	-12.845	4	1
26/05/2016	-71.824	-5.716	4	188
02/06/2016	-74.643	-9.082	4	57
20160603	-86.425	-3.474	5	159
20160606	-75.256	-4.657	3	67
11/06/2016	-72.062	-4.722	3	103
20160616	-78.285	-17.397	5	197
17/06/2016	-89.119	-11.951	1	90
20160620	-74.731	-4.232	1	72
20160623	-72.14	-14.173	4	115
20160625	-72.738	-5.393	4	139
20160627	-75.506	-17.209	1	75
20160627	-75.695	-10.092	2	89
20160627	-86.737	-2.174	3	9
20160627	-83.554	-7.254	5	43
03/07/2016	-75.472	-16.401	2	133
20160704	-80.383	-2.344	2	140
07/07/2016	-75.903	-9.857	1	195
20160707	-78.173	-9.824	5	187
08/07/2016	-70.319	-13.94	3	116
09/07/2016	-80.946	-2.757	4	77
09/07/2016	-81.786	-5.577	5	74
11/07/2016	-70.074	-4.329	5	17
16/07/2016	-74.294	-3.496	4	55
20160719	-87.416	-9.534	2	133
22/07/2016	-75.033	-13.047	3	57
20160726	-76.334	-16.213	5	199
28/07/2016	-76.094	-13.935	1	105
01/08/2016	-71.99	-13.7	1	127
01/08/2016	-85.234	-7.612	2	86
03/08/2016	-88.745	-14.831	1	137
20160804	-81.457	-12.14	1	112
04/08/2016	-78.89	-11.745	4	147
05/08/2016	-74.831	-13.443	4	146
06/08/2016	-86.289	-13.747	2	61
20160806	-87.631	-4.071	3	198
09/08/2016	-82.746	-16.896	2	21
12/08/2016	-74.067	-14.595	2	164
14/08/2016	-71.899	-11.289	1	46
15/08/2016	-79.43	-11.473	1	89
20160817	-71.526	-7.187	4	136
18/08/2016	-86.003	-9.506	2	120
20160819	-81.358	-7.206	2	180
20/08/2016	-71.727	-10.213	4	187
20160823	-73.396	-17.519	1	125
24/08/2016	-77.576	-4.588	2	6
20160902	-73.07	-9.469	4	99
02/09/2016	-72.525	-15.194	5	141
04/09/2016	-75.081	-3.776	4	0
05/09/2016	-77.105	-9.582	1	22
07/09/2016	-76.219	-13.577	5	62
09/09/2016	-77.431	-2.48	3	76
11/09/2016	-70.106	-17.222	1	5
20160915	-71.377	-17.779	1	190
17/09/2016	-70.75	-8.013	1	165
18/09/2016	-73.232	-2.712	4	27
19/09/2016	-73.752	-5.136	2	180
19/09/2016	-86.33	-13.412	4	33
20161002	-83.514	-6.867	2	14
20161004	-76.02	-6.61	4	23
15/10/2016	-81.317	-14.491	4	13
21/10/2016	-88.026	-3.744	1	94
22/10/2016	-88.661	-17.375	4	19
24/10/2016	-88.508	-16.285	3	12
20161025	-79.958	-10.574	3	61
20161025	-76.39	-12.847	4	31
25/10/2016	-84.359	-13.503	5	190
07/11/2016	-88.42	-3.321	2	141
13/11/2016	-72.518	-10.388	1	12
20161114	-84.24	-14.743	3	192
17/11/2016	-74.58	-13.061	2	131
20/11/2016	-71.563	-12.703	5	1
21/11/2016	-80.119	-4.558	3	192
22/11/2016	-84.661	-12.02	3	75
27/11/2016	-80.848	-4.666	3	138
20161201	-72.745	-2.759	5	178
20161202	-89.677	-6.257	1	184
02/12/2016	-77.708	-16.122	3	122
07/12/2016	-88.059	-2.704	2	67
12/12/2016	-73.704	-13.358	2	94
15/12/2016	-80.209	-4.193	4	143
20161217	-77.86	-2.129	2	9
19/12/2016	-86.648	-8.247	1	86
20/12/2016	-72.756	-3.142	2	19
21/12/2016	-70.062	-10.235	1	146
20161221	-87.497	-5.94	5	67
20161223	-82.783	-10.424	5	136
23/12/2016	-78.024	-5.783	5	97
25/12/2016	-75.372	-16.663	1	63
20161225	-71.421	-4.392	4	134
20161228	-76.037	-7.973	2	97
20170101	-79.375	-12.546	1	72
01/01/2017	-83.539	-6.292	2	148
20170102	-89.869	-7.618	1	198
20170102	-76.942	-8.353	1	133
03/01/2017	-83.219	-14.494	2	111
03/01/2017	-89.199	-7.471	3	187
12/01/2017	-87.521	-16.816	1	198
13/01/2017	-84.009	-10.361	1	40
13/01/2017	-78.362	-6.069	1	39
14/01/2017	-75.616	-8.144	4	178
16/01/2017	-73.505	-9.679	4	157
20/01/2017	-73.147	-15.494	2	27
24/01/2017	-77.264	-14.091	2	141
25/01/2017	-70.213	-8.406	3	68
28/01/2017	-85.373	-16.81	4	16
20170202	-87.723	-17.763	2	52
04/02/2017	-81.405	-10.63	2	112
06/02/2017	-86.731	-11.359	2	16
20170206	-79.307	-14.291	4	41
08/02/2017	-84.829	-14.838	2	98
11/02/2017	-89.736	-5.571	3	166
20170213	-88.325	-9.669	3	126
14/02/2017	-73.304	-3.359	3	61
14/02/2017	-79.681	-5.686	4	71
16/02/2017	-85.22	-14.417	3	49
20170216	-79.203	-14.952	5	133
20/02/2017	-78.78	-13.74	1	193
24/02/2017	-73.596	-10.547	2	176
20170225	-83.483	-10.259	3	4
26/02/2017	-89.256	-3.332	2	87
07/03/2017	-81.182	-4.799	5	197
09/03/2017	-71.703	-5.41	4	194
13/03/2017	-88.061	-7.091	5	109
14/03/2017	-78.763	-8.778	2	95
15/03/2017	-73.682	-2.915	5	89
16/03/2017	-77.442	-2.705	5	140
20170317	-73.969	-4.466	3	193
18/03/2017	-85.308	-7.023	1	98
18/03/2017	-70.336	-15.832	1	125
18/03/2017	-80.054	-14.689	2	17
18/03/2017	-87.888	-15.539	5	42
19/03/2017	-87.515	-15.968	2	104
20170405	-78.721	-16.993	1	128
07/04/2017	-77.468	-10.572	4	29
08/04/2017	-76.182	-13.026	1	44
10/04/2017	-89.474	-15.257	3	69
12/04/2017	-84.985	-16.494	5	133
20170413	-77.459	-13.068	4	77
20170416	-77.604	-10.266	3	134
16/04/2017	-76.831	-14.347	5	155
20170419	-72.295	-16.189	2	192
20/04/2017	-70.917	-8.159	4	123
26/04/2017	-79.211	-10.196	2	42
26/04/2017	-70.76	-6.281	3	28
04/05/2017	-89.475	-4.981	5	174
20170509	-79.937	-13.243	1	145
11/05/2017	-84.557	-13.974	3	103
20170511	-74.373	-16.09	4	178
14/05/2017	-70.087	-13.329	5	107
16/05/2017	-71.09	-16.994	1	21
18/05/2017	-76.318	-14.871	3	101
20170521	-85.605	-9.307	3	32
20170525	-76.096	-17.148	2	190
20170526	-74.017	-7.401	4	168
28/05/2017	-88.7	-10.343	4	149
20170602	-75.059	-9.106	1	170
05/06/2017	-70.174	-11.339	5	134
20170606	-84.077	-12.271	1	6
11/06/2017	-79.83	-7.507	3	73
17/06/2017	-76.748	-4.94	1	177
17/06/2017	-76.033	-14.101	2	26
18/06/2017	-84.118	-11.193	4	96
20170620	-74.469	-3.959	2	190
22/06/2017	-83.795	-15.311	5	11
23/06/2017	-81.105	-16.32	5	27
20170627	-80.639	-2.89	1	9
27/06/2017	-78.626	-16.389	4	105
28/06/2017	-89.464	-17.723	3	154
02/07/2017	-73.961	-6.045	2	148
20170704	-78.051	-16.433	5	119
06/07/2017	-83.586	-12.804	1	161
06/07/2017	-80.631	-8.681	4	58
08/07/2017	-85.616	-4.294	1	89
08/07/2017	-79.336	-9.397	3	186
08/07/2017	-75.249	-9.977	5	54
20170709	-80.747	-4.737	5	7
09/07/2017	-89.822	-6.936	5	3
10/07/2017	-85.192	-4.115	3	162
13/07/2017	-87.603	-8.351	4	26
14/07/2017	-83.678	-12.507	4	154
15/07/2017	-79.444	-16.445	5	119
16/07/2017	-73.328	-15.713	3	169
20170717	-75.216	-8.08	2	150
20170718	-85.028	-4.617	2	42
20/07/2017	-71.333	-17.237	5	17
22/07/2017	-83.653	-3.686	5	38
23/07/2017	-83.38	-9.257	1	21
20170724	-73.33	-16.287	4	45
25/07/2017	-76.017	-3.166	2	93
20170728	-71.611	-9.218	5	123
05/08/2017	-73.668	-14.466	1	38
20170809	-70.138	-16.086	1	174
10/08/2017	-80.828	-10.43	2	93
12/08/2017	-71.996	-7.472	2	13
20170814	-81.735	-7.308	1	172
20170817	-78.138	-7.12	4	169
20170825	-86.932	-14.333	5	168
27/08/2017	-86.711	-8.835	2	111
28/08/2017	-72.712	-3.613	2	37
01/09/2017	-77.086	-9.561	1	43
01/09/2017	-78.509	-9.582	3	140
02/09/2017	-77.832	-2.093	1	163
20170907	-72.712	-9.21	2	127
10/09/2017	-70.928	-10.613	2	9
20170911	-78.223	-16.187	4	142
13/09/2017	-87.103	-3.462	2	168
15/09/2017	-81.745	-10.248	1	121
20170915	-88.826	-6.874	4	79
20170916	-71.281	-13.15	5	100
21/09/2017	-71.997	-5.243	3	149
22/09/2017	-76.259	-17.243	4	198
25/09/2017	-77.506	-5.617	1	187
26/09/2017	-89.761	-17.549	2	132
20170927	-82.072	-15.131	3	128
20171008	-88.678	-10.536	1	60
09/10/2017	-73.379	-13.125	3	121
12/10/2017	-80.395	-6.288	3	151
20171012	-76.301	-14.507	4	186
15/10/2017	-71.73	-12.625	1	101
15/10/2017	-80.559	-3.296	2	127
15/10/2017	-73.554	-7.733	3	167
15/10/2017	-76.982	-5.959	4	168
20171017	-73.241	-17.691	1	108
24/10/2017	-81.486	-2.359	3	148
04/11/2017	-88.338	-15.412	2	187
04/11/2017	-80.363	-13.586	4	8
08/11/2017	-89.393	-6.989	3	104
20171111	-75.449	-5.24	2	96
11/11/2017	-83.551	-2.004	5	191
13/11/2017	-77.892	-5.798	3	191
16/11/2017	-87.84	-11.808	4	9
17/11/2017	-78.6	-7.04	2	16
20171122	-86.416	-5.993	3	108
20171128	-72.209	-16.077	5	148
05/12/2017	-77.357	-17.796	3	102
20171211	-78.518	-14.817	1	136
24/12/2017	-88.66	-4.097	3	159
20171224	-79.192	-8.109	3	12
27/12/2017	-80.182	-15.882	1	67
27/12/2017	-77.586	-11.098	4	114
27/12/2017	-70.433	-9.412	5	134
03/01/2018	-84.679	-9.426	2	120
03/01/2018	-88.03	-14.908	3	53
08/01/2018	-85.061	-14.853	2	18
20180117	-77.553	-6.069	2	33
19/01/2018	-75.779	-9.637	2	49
20180120	-83.488	-8.948	1	129
21/01/2018	-83.039	-8.132	1	7
20180126	-76.275	-6.103	2	100
27/01/2018	-88.756	-5.627	3	4
20180204	-82.333	-16.794	4	48
05/02/2018	-83.506	-17.117	2	30
07/02/2018	-87.961	-14.629	4	119
09/02/2018	-81.323	-16.684	4	100
12/02/2018	-76.559	-12.113	3	34
20180212	-87.372	-7.128	5	3
13/02/2018	-70.537	-6.7	5	75
14/02/2018	-81.752	-8.501	5	5
20180215	-85.23	-2.556	1	40
15/02/2018	-83.285	-9.74	4	18
20180219	-88.928	-4.15	3	193
22/02/2018	-82.495	-5.285	4	124
20180301	-72.133	-10.62	5	63
02/03/2018	-80.642	-4.249	2	165
03/03/2018	-70.156	-5.355	1	160
20180309	-77.712	-8.829	2	113
20180312	-77.662	-5.358	4	147
12/03/2018	-81.663	-9.106	5	180
20180321	-77.6	-17.055	4	109
20180323	-79.772	-16.542	1	39
20180326	-88.494	-8.97	1	95
26/03/2018	-76.327	-6.56	1	33
27/03/2018	-79.455	-5.284	5	140
02/04/2018	-74.078	-16.256	3	38
10/04/2018	-78.928	-10.128	2	198
11/04/2018	-83.798	-8.326	2	62
11/04/2018	-78.195	-10.524	2	183
18/04/2018	-86.821	-16.301	1	146
20180419	-76.283	-16.759	5	136
24/04/2018	-80.812	-7.331	1	33
20180425	-83.003	-7.133	5	95
26/04/2018	-79.253	-11.179	5	114
28/04/2018	-86.365	-12.635	2	30
05/05/2018	-85.553	-9.711	5	143
05/05/2018	-83.507	-15.476	5	172
20180509	-73.702	-16.614	2	111
11/05/2018	-78.598	-6.672	3	97
14/05/2018	-80.198	-2.961	3	15
20180519	-88.436	-13.399	2	62
25/05/2018	-75.55	-15.745	5	169
20180528	-70.567	-6.527	3	4
07/06/2018	-77.495	-6.555	1	180
11/06/2018	-85.876	-6.288	1	128
12/06/2018	-80.069	-16.63	5	29
18/06/2018	-76.514	-3.19	4	30
19/06/2018	-88.515	-5.98	4	12
20180620	-74.452	-14.154	1	67
20180620	-82.245	-16.991	3	136
20180701	-76.551	-6.898	4	59
20180703	-71.882	-2.063	2	169
06/07/2018	-80.487	-3.675	2	83
20180710	-81.524	-13.154	4	39
20180710	-82.637	-9.242	4	163
10/07/2018	-71.54	-17.489	4	176
11/07/2018	-83.709	-6.443	3	88
20180711	-74.827	-2.497	3	160
20180713	-80.876	-11.423	4	5
20180713	-81.245	-8.565	5	138
20180716	-85.034	-7.209	4	61
18/07/2018	-71.47	-16.452	4	47
19/07/2018	-85.976	-11.961	1	184
20/07/2018	-83.194	-7.342	3	5
20180721	-71.644	-3.044	1	34
20180724	-81.176	-8.127	2	128
25/07/2018	-87.349	-9.416	1	100
26/07/2018	-85.713	-12.403	3	86
26/07/2018	-71.731	-10.157	4	39
02/08/2018	-87.148	-12.958	5	161
03/08/2018	-73.71	-2.826	5	71
05/08/2018	-87.931	-15.183	1	99
06/08/2018	-71.647	-15.686	2	9
07/08/2018	-80.055	-2.031	3	32
08/08/2018	-87.377	-7.421	3	25
09/08/2018	-81.653	-12.204	4	40
20180809	-70.639	-4.829	5	163
20180810	-89.458	-10.739	3	172
20180810	-89.249	-17.2	3	53
10/08/2018	-88.239	-8.506	3	72
11/08/2018	-87.528	-14.096	4	6
20180813	-84.92	-11.054	1	69
14/08/2018	-76.66	-2.612	3	12
15/08/2018	-71.302	-12.401	3	119
16/08/2018	-86.57	-11.289	2	177
16/08/2018	-88.693	-7.359	3	110
17/08/2018	-76.569	-9.983	4	99
20180817	-78.431	-14.097	5	129
17/08/2018	-81.571	-14.921	5	14
18/08/2018	-88.528	-8.689	4	89
20180821	-81.512	-17.54	5	195
23/08/2018	-71.575	-8.36	3	55
25/08/2018	-83.161	-11.553	5	55
28/08/2018	-81.075	-5.728	4	195
20180903	-73.216	-12.977	1	42
20180905	-70.601	-17.49	4	8
06/09/2018	-79.885	-7.274	5	129
08/09/2018	-85.262	-4.704	3	10
08/09/2018	-77.674	-2.185	5	107
10/09/2018	-71.873	-9.317	2	190
20180915	-76.462	-5.439	4	44
18/09/2018	-78.511	-17.156	1	107
20180918	-75.19	-13.066	3	40
21/09/2018	-70.35	-13.501	3	161
23/09/2018	-74.285	-6.469	4	102
02/10/2018	-74.022	-16.688	1	146
04/10/2018	-77.408	-4.407	2	200
09/10/2018	-86.218	-8.761	1	192
13/10/2018	-88.789	-5.064	3	135
20181014	-81.785	-2.601	3	41
16/10/2018	-88.683	-7.024	3	40
20181023	-82.663	-15.933	4	5
20181024	-70.286	-14.968	1	114
20181025	-89.881	-10.037	5	110
25/10/2018	-75.635	-5.018	5	107
28/10/2018	-87.537	-10.975	3	77
20181104	-85.038	-12.001	5	152
06/11/2018	-70.587	-5.778	2	199
06/11/2018	-76.336	-4.943	4	148
06/11/2018	-75.318	-10.451	5	37
17/11/2018	-86.701	-17.893	1	37
18/11/2018	-84.528	-5.99	3	169
23/11/2018	-82.843	-16.82	5	154
20181126	-81.258	-8.738	2	60
27/11/2018	-73.332	-12.335	3	70
28/11/2018	-77.271	-3.897	3	66
02/12/2018	-81.257	-13.623	5	20
20181204	-72.295	-11.894	5	52
06/12/2018	-75.087	-12.113	2	186
07/12/2018	-80.546	-8.269	1	103
20181219	-72.738	-11.752	5	0
20181220	-70.16	-3.867	1	44
20/12/2018	-74.934	-7.928	3	116
20181223	-75.157	-16.109	1	114
20181224	-80.637	-6.515	3	64
26/12/2018	-83.112	-16.063	2	138
28/12/2018	-74.262	-13.072	2	127
28/12/2018	-80.839	-2.416	5	75
04/01/2019	-82.154	-11.044	1	81
04/01/2019	-71.883	-13.071	5	196
20190108	-71.764	-11.226	5	129
20190112	-74.568	-13.087	5	35
17/01/2019	-89.986	-6.711	5	197
18/01/2019	-83.582	-6.365	5	199
23/01/2019	-74.782	-12.074	5	58
24/01/2019	-88.156	-10.922	4	155
25/01/2019	-81.775	-2.611	2	44
20190125	-73.832	-15.741	3	104
28/01/2019	-78.703	-16.321	5	176
20190201	-85.965	-8.404	1	18
04/02/2019	-84.103	-4.242	1	37
20190204	-79.168	-17.631	1	169
09/02/2019	-84.624	-16.93	1	21
11/02/2019	-76.267	-6.293	1	169
11/02/2019	-86.747	-10.783	4	195
11/02/2019	-72.961	-3.738	5	153
12/02/2019	-73.351	-6.772	4	2
15/02/2019	-79.714	-4.952	3	23
16/02/2019	-88.63	-10.64	5	23
18/02/2019	-85.557	-7.641	4	152
20190223	-83.443	-11.199	2	141
27/02/2019	-88.983	-8.883	2	112
28/02/2019	-72.806	-14.774	1	161
01/03/2019	-82.201	-8.406	1	128
06/03/2019	-80.379	-4.66	3	152
11/03/2019	-73.269	-5.934	2	195
14/03/2019	-83.344	-17.706	1	184
16/03/2019	-85.014	-14.439	2	55
17/03/2019	-86.444	-4.27	1	196
18/03/2019	-72.672	-6.9	1	111
18/03/2019	-73.102	-8.666	5	155
20190320	-79.435	-2.802	4	116
03/04/2019	-86.704	-8.767	1	120
09/04/2019	-71.303	-7.658	5	101
13/04/2019	-87.925	-5.137	3	187
18/04/2019	-71.504	-4.119	3	196
19/04/2019	-80.589	-16.688	1	161
20190420	-76.915	-13.432	5	59
20190421	-73.105	-13.094	5	170
23/04/2019	-85.938	-8.833	3	45
20190423	-83.706	-2.414	5	78
24/04/2019	-89.84	-13.852	4	24
01/05/2019	-83.204	-6.677	5	172
20190502	-88.151	-6.989	3	120
07/05/2019	-87.524	-7.61	3	185
08/05/2019	-72.831	-15	3	54
08/05/2019	-81.59	-6.26	4	15
20190514	-86.731	-4.264	1	6
20190514	-85.527	-14.314	5	143
14/05/2019	-83.821	-4.734	5	126
17/05/2019	-83.405	-10.534	5	17
20190517	-76.495	-10.686	5	53
20190522	-83.026	-17.35	1	191
20190606	-75.299	-17.987	1	7
10/06/2019	-78.975	-12.75	1	113
20190618	-81.235	-6.766	4	169
20/06/2019	-80.66	-13.047	5	54
25/06/2019	-89.615	-14.988	3	195
20190702	-78.861	-2.011	4	84
20190704	-71.893	-7.341	3	171
20190705	-88.287	-8.404	2	116
07/07/2019	-78.887	-8.903	1	61
09/07/2019	-89.033	-12.734	3	129
12/07/2019	-76.96	-12.465	5	52
14/07/2019	-87.259	-17.369	3	182
20190714	-83.616	-8.188	4	80
17/07/2019	-86.904	-14.207	1	155
18/07/2019	-78.89	-15.94	5	84
20190719	-84.683	-10.142	2	126
20190722	-77.625	-12.06	1	57
23/07/2019	-79.252	-7.38	3	178
20190727	-74.522	-14.957	1	140
28/07/2019	-87.254	-9.011	4	91
20190805	-79.369	-6.607	1	104
20190807	-83.455	-17.136	1	112
08/08/2019	-80.513	-16.953	1	9
